Date,Open,Close,Volume,Target
2011-06-21,1.749333,1.835333,22440000,1.814
2011-06-22,1.824667,1.814,22134000,1.847333
2011-06-23,1.813333,1.847333,17550000,1.838
2011-06-24,1.842667,1.838,54127500,1.830667
2011-06-27,1.848667,1.830667,27141000,1.874
2011-06-28,1.852667,1.874,13338000,1.886
2011-06-29,1.9,1.886,21927000,1.942
2011-06-30,1.9,1.942,14200500,1.934667
2011-07-01,1.938,1.934667,12823500,1.942667
2011-07-05,1.934667,1.942667,14940000,1.930667
2011-07-06,1.942667,1.930667,13903500,1.982
2011-07-07,1.942667,1.982,19918500,1.920667
2011-07-08,1.992667,1.920667,18609000,1.89
2011-07-11,1.893333,1.89,14637000,1.878
2011-07-12,1.891333,1.878,15681000,1.909333
2011-07-13,1.895333,1.909333,15990000,1.840667
2011-07-14,1.902,1.840667,17385000,1.838667
2011-07-15,1.852667,1.838667,10635000,1.815333
2011-07-18,1.822667,1.815333,12778500,1.859333
2011-07-19,1.838667,1.859333,15391500,1.912667
2011-07-20,1.866667,1.912667,45724500,1.913333
2011-07-21,1.927333,1.913333,15172500,1.952667
2011-07-22,1.913333,1.952667,8752500,1.899333
2011-07-25,1.934,1.899333,10099500,1.866667
2011-07-26,1.887333,1.866667,11409000,1.842667
2011-07-27,1.9,1.842667,14377500,1.878
2011-07-28,1.84,1.878,14080500,1.878
2011-07-29,1.853333,1.878,14223000,1.918
2011-08-01,1.911333,1.918,17473500,1.822667
2011-08-02,1.912667,1.822667,23241000,1.813333
2011-08-03,1.833333,1.813333,26917500,1.65
2011-08-04,1.767333,1.65,45967500,1.616
2011-08-05,1.666,1.616,29466000,1.576
2011-08-08,1.54,1.576,39127500,1.670667
2011-08-09,1.61,1.670667,20001000,1.588
2011-08-10,1.696,1.588,23463000,1.686667
2011-08-11,1.602667,1.686667,12547500,1.754
2011-08-12,1.706667,1.754,15136500,1.748667
2011-08-15,1.774667,1.748667,11079000,1.74
2011-08-16,1.742,1.74,8065500,1.722
2011-08-17,1.759333,1.722,9655500,1.617333
2011-08-18,1.666667,1.617333,15849000,1.486667
2011-08-19,1.590667,1.486667,20629500,1.463333
2011-08-22,1.540667,1.463333,14791500,1.530667
2011-08-23,1.462,1.530667,13035000,1.591333
2011-08-24,1.54,1.591333,10264500,1.540667
2011-08-25,1.591333,1.540667,10197000,1.582
2011-08-26,1.514,1.582,11427000,1.647333
2011-08-29,1.614667,1.647333,12051000,1.642
2011-08-30,1.633333,1.642,5493000,1.649333
2011-08-31,1.653333,1.649333,12357000,1.6
2011-09-01,1.644,1.6,12721500,1.538
2011-09-02,1.577333,1.538,11548500,1.529333
2011-09-06,1.5,1.529333,12147000,1.589333
2011-09-07,1.559333,1.589333,6888000,1.574
2011-09-08,1.572,1.574,7585500,1.531333
2011-09-09,1.558,1.531333,10039500,1.525333
2011-09-12,1.5,1.525333,8499000,1.605333
2011-09-13,1.534,1.605333,10897500,1.622667
2011-09-14,1.616667,1.622667,12462000,1.654667
2011-09-15,1.638667,1.654667,8439000,1.72
2011-09-16,1.652,1.72,21256500,1.718
2011-09-19,1.663333,1.718,17361000,1.734
2011-09-20,1.732,1.734,17706000,1.723333
2011-09-21,1.73,1.723333,14814000,1.708667
2011-09-22,1.709333,1.708667,11637000,1.758667
2011-09-23,1.699333,1.758667,17346000,1.701333
2011-09-26,1.768,1.701333,14022000,1.746
2011-09-27,1.733333,1.746,10117500,1.639333
2011-09-28,1.733333,1.639333,10849500,1.608
2011-09-29,1.714667,1.608,13944000,1.626
2011-09-30,1.653333,1.626,20041500,1.582
2011-10-03,1.663333,1.582,15348000,1.577333
2011-10-04,1.552667,1.577333,18004500,1.691333
2011-10-05,1.602,1.691333,18442500,1.797333
2011-10-06,1.691333,1.797333,26536500,1.799333
2011-10-07,1.798667,1.799333,19674000,1.858667
2011-10-10,1.820667,1.858667,13852500,1.840667
2011-10-11,1.834,1.840667,8635500,1.853333
2011-10-12,1.816667,1.853333,16851000,1.862667
2011-10-13,1.842,1.862667,15652500,1.87
2011-10-14,1.866667,1.87,21007500,1.828
2011-10-17,1.857333,1.828,11317500,1.889333
2011-10-18,1.82,1.889333,14995500,1.838
2011-10-19,1.868,1.838,11893500,1.822667
2011-10-20,1.829333,1.822667,14995500,1.868667
2011-10-21,1.826667,1.868667,17139000,1.903333
2011-10-24,1.858,1.903333,14109000,1.883333
2011-10-25,1.882,1.883333,9816000,1.865333
2011-10-26,1.879333,1.865333,7657500,1.917333
2011-10-27,1.889333,1.917333,13041000,1.991333
2011-10-28,1.9,1.991333,18960000,1.958
2011-10-31,1.966667,1.958,17010000,1.925333
2011-11-01,1.892667,1.925333,9528000,1.914
2011-11-02,1.933333,1.914,13129500,2.164
2011-11-03,2.0,2.164,37645500,2.154
2011-11-04,2.097333,2.154,45493500,2.084667
2011-11-07,2.109333,2.084667,18994500,2.122667
2011-11-08,2.091333,2.122667,17518500,2.058667
2011-11-09,2.058,2.058667,14305500,2.088667
2011-11-10,2.062667,2.088667,11209500,2.242667
2011-11-11,2.126667,2.242667,58024500,2.214667
2011-11-14,2.2,2.214667,19885500,2.262
2011-11-15,2.194667,2.262,13365000,2.329333
2011-11-16,2.232,2.329333,27498000,2.245333
2011-11-17,2.3,2.245333,20239500,2.173333
2011-11-18,2.242667,2.173333,13542000,2.117333
2011-11-21,2.162667,2.117333,15474000,2.138
2011-11-22,2.117333,2.138,10989000,2.096667
2011-11-23,2.117333,2.096667,6777000,2.110667
2011-11-25,2.103333,2.110667,3594000,2.170667
2011-11-28,2.133333,2.170667,10218000,2.116667
2011-11-29,2.166,2.116667,8866500,2.182667
2011-11-30,2.166667,2.182667,11404500,2.173333
2011-12-01,2.171333,2.173333,15453000,2.22
2011-12-02,2.188667,2.22,12042000,2.294667
2011-12-05,2.235333,2.294667,17401500,2.324667
2011-12-06,2.28,2.324667,14277000,2.279333
2011-12-07,2.308667,2.279333,10114500,2.059333
2011-12-08,2.056,2.059333,49587000,2.069333
2011-12-09,2.036,2.069333,18592500,2.027333
2011-12-12,2.029333,2.027333,11380500,1.963333
2011-12-13,2.038,1.963333,14911500,1.902
2011-12-14,1.966667,1.902,17458500,1.908
2011-12-15,1.911333,1.908,10504500,1.866667
2011-12-16,1.919333,1.866667,15445500,1.85
2011-12-19,1.872667,1.85,14805000,1.86
2011-12-20,1.87,1.86,12649500,1.838
2011-12-21,1.860667,1.838,25582500,1.851333
2011-12-22,1.84,1.851333,15141000,1.86
2011-12-23,1.866667,1.86,8871000,1.904667
2011-12-27,1.844,1.904667,11662500,1.900667
2011-12-28,1.932667,1.900667,8628000,1.915333
2011-12-29,1.906,1.915333,7323000,1.904
2011-12-30,1.899333,1.904,5097000,1.872
2012-01-03,1.929333,1.872,13921500,1.847333
2012-01-04,1.880667,1.847333,9451500,1.808
2012-01-05,1.850667,1.808,15082500,1.794
2012-01-06,1.813333,1.794,14794500,1.816667
2012-01-09,1.8,1.816667,13455000,1.841333
2012-01-10,1.829333,1.841333,10077000,1.882
2012-01-11,1.841333,1.882,10084500,1.883333
2012-01-12,1.898667,1.883333,10939500,1.519333
2012-01-13,1.893333,1.519333,82506000,1.773333
2012-01-17,1.774667,1.773333,69774000,1.787333
2012-01-18,1.779333,1.787333,18903000,1.784
2012-01-19,1.812667,1.784,18694500,1.773333
2012-01-20,1.793333,1.773333,9934500,1.784667
2012-01-23,1.787333,1.784667,8919000,1.828
2012-01-24,1.775333,1.828,12870000,1.864667
2012-01-25,1.818,1.864667,9168000,1.929333
2012-01-26,1.871333,1.929333,19066500,1.955333
2012-01-27,1.9,1.955333,11226000,1.971333
2012-01-30,1.966,1.971333,10935000,1.938
2012-01-31,1.993333,1.938,14346000,1.972
2012-02-01,1.938,1.972,7848000,2.016667
2012-02-02,1.981333,2.016667,12085500,2.076667
2012-02-03,2.027333,2.076667,11467500,2.12
2012-02-06,2.073333,2.12,9781500,2.106667
2012-02-07,2.12,2.106667,15324000,2.128667
2012-02-08,2.106667,2.128667,9355500,2.172
2012-02-09,2.133333,2.172,19156500,2.073333
2012-02-10,2.150667,2.073333,28113000,2.099333
2012-02-13,2.103333,2.099333,17368500,2.211333
2012-02-14,2.116,2.211333,27162000,2.24
2012-02-15,2.206667,2.24,41427000,2.278667
2012-02-16,2.233333,2.278667,33295500,2.331333
2012-02-17,2.266,2.331333,20650500,2.3
2012-02-21,2.324667,2.3,17037000,2.281333
2012-02-22,2.3,2.281333,24819000,2.302
2012-02-23,2.266,2.302,12306000,2.25
2012-02-24,2.282,2.25,14398500,2.241333
2012-02-27,2.227333,2.241333,9090000,2.254
2012-02-28,2.242667,2.254,9183000,2.227333
2012-02-29,2.254,2.227333,8035500,2.294
2012-03-01,2.234,2.294,10552500,2.269333
2012-03-02,2.293333,2.269333,8250000,2.251333
2012-03-05,2.29,2.251333,7005000,2.207333
2012-03-06,2.216667,2.207333,8607000,2.208
2012-03-07,2.208,2.208,5473500,2.204667
2012-03-08,2.207333,2.204667,9499500,2.316
2012-03-09,2.213333,2.316,23301000,2.400667
2012-03-12,2.312667,2.400667,29449500,2.406
2012-03-13,2.434,2.406,15024000,2.352667
2012-03-14,2.4,2.352667,12772500,2.333333
2012-03-15,2.352,2.333333,8574000,2.354667
2012-03-16,2.326667,2.354667,10939500,2.332
2012-03-19,2.350667,2.332,15234000,2.330667
2012-03-20,2.332,2.330667,8505000,2.343333
2012-03-21,2.329333,2.343333,9108000,2.293333
2012-03-22,2.331333,2.293333,7836000,2.272
2012-03-23,2.284,2.272,17559000,2.493333
2012-03-26,2.372667,2.493333,47107500,2.529333
2012-03-27,2.477333,2.529333,38088000,2.523333
2012-03-28,2.518667,2.523333,14325000,2.488667
2012-03-29,2.546,2.488667,11946000,2.482667
2012-03-30,2.501333,2.482667,13296000,2.438667
2012-04-02,2.488667,2.438667,15429000,2.534
2012-04-03,2.446667,2.534,16471500,2.333333
2012-04-04,2.351333,2.333333,67227000,2.298667
2012-04-05,2.34,2.298667,22641000,2.21
2012-04-09,2.273333,2.21,24835500,2.164
2012-04-10,2.21,2.164,27715500,2.206
2012-04-11,2.216,2.206,16582500,2.229333
2012-04-12,2.251333,2.229333,15508500,2.239333
2012-04-13,2.262667,2.239333,9744000,2.15
2012-04-16,2.227333,2.15,16494000,2.149333
2012-04-17,2.162,2.149333,16732500,2.177333
2012-04-18,2.139333,2.177333,12346500,2.210667
2012-04-19,2.183333,2.210667,11623500,2.210667
2012-04-20,2.209333,2.210667,12327000,2.129333
2012-04-23,2.190667,2.129333,13362000,2.121333
2012-04-24,2.121333,2.121333,10117500,2.194
2012-04-25,2.138,2.194,10683000,2.232667
2012-04-26,2.197333,2.232667,6379500,2.222667
2012-04-27,2.24,2.222667,8865000,2.208667
2012-04-30,2.218,2.208667,6208500,2.252
2012-05-01,2.208667,2.252,9885000,2.262667
2012-05-02,2.233333,2.262667,7459500,2.164
2012-05-03,2.260667,2.164,12619500,2.122
2012-05-04,2.154667,2.122,18712500,2.164667
2012-05-07,2.130667,2.164667,17370000,2.012667
2012-05-08,2.166667,2.012667,46458000,2.004
2012-05-09,2.02,2.004,29218500,2.197333
2012-05-10,2.198,2.197333,83344500,2.15
2012-05-11,2.166,2.15,18319500,2.004
2012-05-14,2.128,2.004,20713500,1.962
2012-05-15,2.017333,1.962,23785500,1.945333
2012-05-16,1.972,1.945333,18856500,1.904667
2012-05-17,1.953333,1.904667,17235000,1.837333
2012-05-18,1.891333,1.837333,24247500,1.918
2012-05-21,1.838667,1.918,22128000,2.053333
2012-05-22,2.006667,2.053333,35493000,2.068
2012-05-23,2.037333,2.068,18306000,2.018667
2012-05-24,2.083333,2.018667,16134000,1.987333
2012-05-25,2.010667,1.987333,11355000,2.112667
2012-05-29,2.000667,2.112667,24750000,2.027333
2012-05-30,2.072,2.027333,19608000,1.966667
2012-05-31,2.004667,1.966667,16780500,1.876667
2012-06-01,1.902,1.876667,13287000,1.858667
2012-06-04,1.868667,1.858667,15463500,1.860667
2012-06-05,1.856,1.860667,9463500,1.948
2012-06-06,1.88,1.948,13648500,1.928667
2012-06-07,1.987333,1.928667,7381500,2.005333
2012-06-08,1.924,2.005333,13216500,1.941333
2012-06-11,2.020667,1.941333,9540000,1.977333
2012-06-12,1.948667,1.977333,8535000,1.984667
2012-06-13,1.97,1.984667,12661500,1.959333
2012-06-14,2.012,1.959333,13083000,1.994
2012-06-15,1.959333,1.994,9702000,2.122667
2012-06-18,1.996,2.122667,18852000,2.139333
2012-06-19,2.134667,2.139333,13666500,2.252
2012-06-20,2.233333,2.252,51336000,2.146
2012-06-21,2.284,2.146,28378500,2.252667
2012-06-22,2.173333,2.252667,45699000,2.207333
2012-06-25,2.262667,2.207333,22477500,2.107333
2012-06-26,2.136667,2.107333,39208500,2.130667
2012-06-27,2.126667,2.130667,15708000,2.094
2012-06-28,2.126667,2.094,13711500,2.086
2012-06-29,2.186667,2.086,16887000,2.026667
2012-07-02,2.09,2.026667,19734000,2.044
2012-07-03,2.04,2.044,14205000,2.082
2012-07-05,2.054,2.082,18807000,2.066
2012-07-06,2.066,2.066,11767500,2.099333
2012-07-09,2.062667,2.099333,13657500,2.084667
2012-07-10,2.102667,2.084667,11376000,2.100667
2012-07-11,2.104667,2.100667,9579000,2.18
2012-07-12,2.086,2.18,16885500,2.283333
2012-07-13,2.198,2.283333,19572000,2.397333
2012-07-16,2.288,2.397333,26160000,2.223333
2012-07-17,2.333333,2.223333,38539500,2.143333
2012-07-18,2.094667,2.143333,43228500,2.151333
2012-07-19,2.181333,2.151333,21538500,2.119333
2012-07-20,2.138,2.119333,23527500,2.044
2012-07-23,2.07,2.044,20802000,1.989333
2012-07-24,2.044,1.989333,22504500,1.93
2012-07-25,1.994667,1.93,42633000,1.875333
2012-07-26,1.993333,1.875333,33934500,1.967333
2012-07-27,1.914,1.967333,25095000,1.823333
2012-07-30,1.967333,1.823333,30978000,1.828
2012-07-31,1.836,1.828,23626500,1.75
2012-08-01,1.866,1.75,23884500,1.74
2012-08-02,1.789333,1.74,19576500,1.818
2012-08-03,1.793333,1.818,18142500,1.884667
2012-08-06,1.836667,1.884667,22923000,2.016667
2012-08-07,1.918,2.016667,35808000,1.939333
2012-08-08,1.993333,1.939333,19633500,1.960667
2012-08-09,1.968,1.960667,10089000,1.996
2012-08-10,1.954,1.996,10611000,2.078
2012-08-13,1.979333,2.078,13051500,1.961333
2012-08-14,2.05,1.961333,11901000,1.96
2012-08-15,1.959333,1.96,7881000,2.02
2012-08-16,1.968667,2.02,10035000,2.000667
2012-08-17,2.019333,2.000667,7623000,1.967333
2012-08-20,2.01,1.967333,17686500,1.940667
2012-08-21,1.972,1.940667,11424000,1.996667
2012-08-22,1.934,1.996667,11632500,2.048667
2012-08-23,2.0,2.048667,22065000,1.966667
2012-08-24,2.004,1.966667,21441000,1.888
2012-08-27,1.971333,1.888,20256000,1.912667
2012-08-28,1.893333,1.912667,21040500,1.894
2012-08-29,1.899333,1.894,12583500,1.894
2012-08-30,1.906667,1.894,9846000,1.901333
2012-08-31,1.907333,1.901333,8097000,1.876
2012-09-04,1.901333,1.876,11287500,1.862667
2012-09-05,1.867333,1.862667,9589500,1.903333
2012-09-06,1.866667,1.903333,12625500,1.956667
2012-09-07,1.903333,1.956667,14298000,1.824667
2012-09-10,1.946667,1.824667,22249500,1.853333
2012-09-11,1.850667,1.853333,15223500,1.885333
2012-09-12,1.86,1.885333,17178000,1.965333
2012-09-13,1.904667,1.965333,22270500,2.026
2012-09-14,2.0,2.026,23049000,2.169333
2012-09-17,2.156667,2.169333,48192000,2.089333
